iter	Passed	Remaining
777	1192	340
778	1194	338
779	1195	337
780	1197	335
781	1198	333
782	1199	332
783	1200	330
784	1200	328
785	1201	327
786	1202	325
787	1203	323
788	1204	322
789	1205	320
790	1207	318
791	1208	317
792	1209	315
793	1211	314
794	1212	312
795	1213	311
796	1214	309
797	1215	307
798	1216	306
799	1217	304
800	1218	302
801	1219	301
802	1221	299
803	1222	297
804	1223	296
805	1224	294
806	1226	293
807	1227	291
808	1228	290
809	1229	288
810	1230	286
811	1231	285
812	1232	283
813	1233	281
814	1234	280
815	1235	278
816	1236	276
817	1237	275
818	1238	273
819	1240	272
820	1241	270
821	1242	269
822	1243	267
823	1244	265
824	1245	264
825	1246	262
826	1247	260
827	1248	259
828	1249	257
829	1250	256
830	1251	254
831	1253	253
832	1254	251
833	1255	249
834	1257	248
835	1258	246
836	1259	245
837	1259	243
838	1260	241
839	1261	240
840	1262	238
841	1263	237
842	1264	235
843	1265	233
844	1267	232
845	1268	230
846	1269	229
847	1270	227
848	1271	226
849	1272	224
850	1273	223
851	1274	221
852	1275	219
853	1276	218
854	1277	216
855	1278	215
856	1278	213
857	1280	211
858	1282	210
859	1283	209
860	1284	207
861	1286	205
862	1287	204
863	1288	202
864	1289	201
865	1290	199
866	1291	198
867	1292	196
868	1293	194
869	1294	193
870	1295	191
871	1296	190
872	1298	188
873	1299	187
874	1300	185
875	1301	184
876	1301	182
877	1302	181
878	1303	179
879	1304	177
880	1305	176
881	1306	174
882	1307	173
883	1308	171
884	1309	170
885	1311	168
886	1313	167
887	1314	165
888	1315	164
889	1316	162
890	1317	161
891	1319	159
892	1320	158
893	1321	156
894	1322	155
895	1323	153
896	1325	152
897	1326	150
898	1327	149
899	1329	147
900	1330	146
901	1331	144
902	1332	143
903	1333	141
904	1334	140
905	1335	138
906	1336	136
907	1336	135
908	1337	133
909	1338	132
910	1340	130
911	1341	129
912	1342	127
913	1343	126
914	1343	124
915	1344	123
916	1345	121
917	1346	120
918	1347	118
919	1348	117
920	1349	115
921	1350	114
922	1351	112
923	1353	111
924	1354	109
925	1355	108
926	1357	106
927	1358	105
928	1359	103
929	1360	102
930	1361	100
931	1362	99
932	1363	97
933	1364	96
934	1365	94
935	1366	93
936	1367	91
937	1368	90
938	1370	89
939	1371	87
940	1372	86
941	1372	84
942	1373	83
943	1375	81
944	1376	80
945	1377	78
946	1378	77
947	1379	75
948	1380	74
949	1381	72
950	1382	71
951	1383	69
952	1385	68
953	1386	66
954	1387	65
955	1387	63
956	1388	62
957	1389	60
958	1390	59
959	1391	57
960	1392	56
961	1393	55
962	1395	53
963	1396	52
964	1398	50
965	1400	49
966	1401	47
967	1402	46
968	1404	44
969	1405	43
970	1406	41
971	1407	40
972	1408	39
973	1409	37
974	1410	36
975	1411	34
976	1412	33
977	1414	31
978	1415	30
979	1417	28
980	1418	27
981	1419	26
982	1420	24
983	1421	23
984	1422	21
985	1423	20
986	1424	18
987	1424	17
988	1426	15
989	1427	14
990	1429	12
991	1431	11
992	1432	10
993	1433	8
994	1434	7
995	1435	5
996	1436	4
997	1437	2
998	1438	1
999	1439	0
